站间区间,选定等级,规划用时(s),停站时间(s),历史停站时间(s),停站偏差(s),历史用时(s),规划能耗(Wh),历史能耗(Wh),历史模型回放能耗(Wh),能耗对比基准,节能量(Wh),曲线来源,父等级,支持等级,真实样本数,父等级真实样本数,样本可靠性,规划阶段,MASS,全局趟次ID,历史segment,历史来源run_id
下应路-大洋江,class3,106.0,27.61,29.0,-1.39,101.1,13283.4,14898.04,14974.57,历史原始实测能耗,1614.64,real,class3,class3,65,65,strong,real_only,241.5,UP067_20240716_074738_R3654,66.0,3664.0
大洋江-泗港,class3,92.0,27.61,29.0,-1.39,91.5,11648.65,12751.68,12302.6,历史原始实测能耗,1103.03,real,class3,class3,99,99,strong,real_only,239.4,UP067_20240716_074738_R3654,66.0,3665.0
泗港-曹隘,class4,137.0,28.56,30.0,-1.44,124.55,24937.97,22670.98,22581.66,历史原始实测能耗,-2266.99,real,class4,class4,82,82,strong,real_only,238.2,UP067_20240716_074738_R3654,67.0,3666.0
曹隘-柳隘,class4,113.0,27.61,29.0,-1.39,110.75,16789.33,19025.37,18477.3,历史原始实测能耗,2236.04,real,class4,class4,1,1,weak,real_only,242.1,UP067_20240716_074738_R3654,67.0,3667.0
柳隘-海晏北路,class3,92.0,42.84,45.0,-2.16,89.1,12804.24,16230.03,16175.85,历史原始实测能耗,3425.79,real,class3,class3,35,35,strong,real_only,243.8,UP067_20240716_074738_R3654,67.0,3668.0
海晏北路-民安东路,class3,85.0,29.51,31.0,-1.49,84.1,17082.27,17886.63,17742.73,历史原始实测能耗,804.36,real,class3,class3,41,41,strong,real_only,249.6,UP067_20240716_074738_R3654,67.0,3669.0
民安东路-会展中心,class3,79.0,28.56,30.0,-1.44,76.6,12593.65,13314.7,13291.94,历史原始实测能耗,721.05,real,class3,class3,8,8,strong,real_only,237.61,UP067_20240716_074738_R3654,66.0,3670.0
会展中心-院士路,class3,115.0,27.61,29.0,-1.39,115.6,15818.5,15681.46,15547.62,历史原始实测能耗,-137.04,real,class3,class3,104,104,strong,real_only,230.0,UP067_20240716_074738_R3654,66.0,3671.0
院士路-盎孟港,class3,91.0,28.56,30.0,-1.44,91.0,18322.87,20168.77,20019.07,历史原始实测能耗,1845.9,real,class3,class3,99,99,strong,real_only,222.91,UP067_20240716_074738_R3654,66.0,3672.0
盎孟港-三官堂,class2,132.0,28.56,30.0,-1.44,130.75,17781.87,17949.16,17626.17,历史原始实测能耗,167.29,real,class2,class2,52,52,strong,real_only,217.82,UP067_20240716_074738_R3654,66.0,3673.0
三官堂-兴庄路,class3,104.0,29.51,31.0,-1.49,98.6,10509.75,11666.1,11432.09,历史原始实测能耗,1156.35,real,class3,class3,58,58,strong,real_only,215.94,UP067_20240716_074738_R3654,66.0,3674.0
兴庄路-兴海南路,class2,87.0,27.61,29.0,-1.39,88.7,15833.17,14425.23,14272.91,历史原始实测能耗,-1407.94,real,class2,class2,30,30,strong,real_only,215.45,UP067_20240716_074738_R3654,66.0,3675.0
兴海南路-梅堰,class3,82.0,27.61,29.0,-1.39,81.2,11310.93,13094.4,13066.24,历史原始实测能耗,1783.47,real,class3,class3,73,73,strong,real_only,215.44,UP067_20240716_074738_R3654,66.0,3676.0
梅堰-永茂路,class3,313.0,26.65,28.0,-1.35,318.95,29926.01,28987.49,28946.3,历史原始实测能耗,-938.52,real,class3,class3,20,20,strong,real_only,215.44,UP067_20240716_074738_R3654,52.0,3677.0
永茂路-镇海大道,class2,141.0,26.65,28.0,-1.35,142.55,17124.26,17676.85,17443.76,历史原始实测能耗,552.59,real,class2,class2,59,59,strong,real_only,215.34,UP067_20240716_074738_R3654,66.0,3678.0
镇海大道-骆驼桥,class2,116.0,0.0,0.0,0.0,116.95,20018.84,20234.49,19906.42,历史原始实测能耗,215.65,real,class2,class2,101,101,strong,real_only,215.24,UP067_20240716_074738_R3654,66.0,3679.0
--- 总计 ---,节能率: 7.04%,3006.0,736.8,774.0,-37.2,3742.8,419197.24,450944.08,445639.03,历史原始实测能耗,31746.84,,,,,,,real_only,,,,
